"Date"	"Price..Open."	"Price..High."	"Price..Low."	"Price..Close."	"Real.Volume"	"Circulating.Marketcap"	"Marketcap.Dominance"
"257"	2014-04-19	481.171626189655	513.9899	472.97	503.8	10088116.9523493	6096530042.37146	92.1925883152334
"256"	2014-04-20	504.99999	516.787162815183	493.186331034785	500	6123294.18193896	6400687305.06267	92.8983268682177
"255"	2014-04-21	501.3551	514.739862193459	491.13	496.74	10653663.4323612	6356633389.10343	91.9743416822371
"254"	2014-04-22	498.603635057128	505.32123	485.8	490	7863777.37928092	6323667851.92684	92.9984030365335
"253"	2014-04-23	490	496.9	483	491.78	5391859.89572822	6216571757.0475	93.2078269383809
"252"	2014-04-24	492.08	504.92	480	502.782627283495	6869226.32407392	6244818377.67965	92.412021004104
"251"	2014-04-25	502.764096984378	504.35053435857	440.182449678867	465.473952060133	29758646.7862011	6382694443.04383	92.2419818549891
"250"	2014-04-26	465.56747354765	470.093184756259	450.3401	459.45702505166	9003291.64431399	5912372886.56892	92.7467571944447
"249"	2014-04-27	459.121022026422	463.669255122578	428.850020045266	429.996488944647	8080405.2861563	5832539417.97435	92.8282095761946
"248"	2014-04-28	429.996757142363	450.99	423.46	441.38999999	14676607.1242603	5464187489.85723	92.7956485425967
"247"	2014-04-29	440.856736463845	454.62328	432.38	446.53	10831591.0528157	5604075611.44326	92.856239657623
"246"	2014-04-30	446.53	453.985451322515	432.644660990714	449.0201	8706971.57457468	5677722451.87975	92.6700409877103
"245"	2014-05-01	449.007954332409	465	447.97	460.97	7664416.37978699	5711205925.05161	92.4624544486257
"244"	2014-05-02	461.022062466927	462.99	443.5	454.5	5476297.14911359	5865876605.71977	93.298169937987
"243"	2014-05-03	451.99	454.5	430.2	439	7343381.57103681	5752560704.28275	94.2510078435558
"242"	2014-05-04	439.368898462909	441.984031211716	429.266276738475	436.65376688228	5170961.76289246	5593588346.3054	92.8794217632003
"241"	2014-05-05	437.110016297934	444.714310445692	425.5	432.389	6129157.69024869	5566196882.06145	92.653661517843
"240"	2014-05-06	431.623839308732	435.39	420.326648683555	429.7	6768921.41123834	5498429158.1823	93.4100867274526
"239"	2014-05-07	429.459788983221	452.774762618889	424.2487	440	11781862.0848712	5472568768.82932	93.2911825290522
"238"	2014-05-08	440	450.314190070411	437.645283180317	437.982562515101	5279452.76200465	5608718975.75148	92.6205688922668
"237"	2014-05-09	438.2	457.08	437.71	454	5791682.70907118	5587636803.92727	93.1936778260326
"236"	2014-05-10	453.114165170791	459.291813183492	446.54671	455.720864470233	5114037.78184808	5779840227.88907	93.1108571271589
"235"	2014-05-11	456.981203020167	458.290414714444	430.185817944788	440	9272338.58332105	5830904063.00721	92.5264203156818
"234"	2014-05-12	437.67	443.6	432.16971174744	440	4645447.61683073	5586295195.32454	92.5181447049376
"233"	2014-05-13	442.48	442.75	432.406974810106	439.040855063588	4449517.49006824	5649480855.72679	92.5582635762348
"232"	2014-05-14	438.81	449.96	438.36	445.665655369451	4292111.53916793	5604268833.67814	93.1480356942652
"231"	2014-05-15	444.047649753937	452.67	444	446	3407796.31381641	5673060004.75141	92.4503877128025
"230"	2014-05-16	446.27	453.83236	443.4	447.31	2950750.20743018	5703471798.01178	93.0054865030089
"229"	2014-05-17	447.885548886184	453.83236	445.24	449.06	2188470.43117965	5726056245.5874	92.9798524717868
"228"	2014-05-18	449.061538337248	453.80005	444.54	447.4	1879711.55648911	5743021882.95561	92.9653476591171
"227"	2014-05-19	446.91	450	441.44	448.34	3037819.61974849	5717383114.12303	92.3568868127294
"226"	2014-05-20	446.89	499.472361186695	446	489	24320260.3381516	5719104851.78005	92.5534053885045
"225"	2014-05-21	489.709841999066	500	487.11	494.486450378019	7372437.197344	6269237278.5713	92.8027069345839
"224"	2014-05-22	494.49402551022	530	492.4	529.424462966117	18118121.4411387	6332610654.83372	92.5089600289843
"223"	2014-05-23	529.413573977462	546	520.189115408039	523.67765546997	19342100.869769	6781983060.71426	92.8576850715785
"222"	2014-05-24	523.686420586887	529.99999	514.902347888574	528.44	5487792.90189739	6710632457.02163	92.9763417934758
"221"	2014-05-25	528.661533219057	585.971214981896	527.933852879242	573.955670837115	29771643.6429882	6776512591.50377	92.3830235410565
"220"	2014-05-26	573.497954854928	593.367369333109	565.58	584.289993707614	16603386.8262661	7353502289.37742	92.6626971945472
"219"	2014-05-27	581.87	596.180866876573	551	572.7	22080802.4952413	7462828780.90815	93.0
"218"	2014-05-28	573.129638883199	583	564.371519050898	579.765239249663	9542205.28600015	7353150136.89918	93.7125581894813
"217"	2014-05-29	580.355959969647	582.451453378402	560.25	570.93526012312	9745059.92608102	7447908484.68975	93.9619385828591
"216"	2014-05-30	571.510199821383	628.20202770391	568.57	621	29367370.1594282	7336774070.03246	93.1380305625073
"215"	2014-05-31	620.949568727028	629.0355	610.508235143328	627.8	10482120.5479666	7973735094.56856	93.2519985535259
"214"	2014-06-01	627.458178973248	681.378654633273	618.231737929665	628.310386987773	38255331.269233	8060058665.3021	93.5847292354179
"213"	2014-06-02	630.99	678.828976630853	614.137295634271	664.290392164622	26595951.1237959	8108471577.08618	93.2719834539387
"212"	2014-06-03	664.96756778444	682.725783300221	651.040963017798	670.14	22315750.224387	8548056064.06203	93.6108003056525
"211"	2014-06-04	668.9	672.99	621.02094389219	641.457119682099	28840128.8774886	8601633778.00673	93.4011539504957
"210"	2014-06-05	641.43897545704	670.890603179243	639.69	660.9	13587130.6606397	8250939867.53783	93.5623577618582
"209"	2014-06-06	661.231996417145	664.35	647.549968225248	648.195272788455	7918612.5959986	8507838800.62792	93.5920282741877
"208"	2014-06-07	648.21961608492	658.5	637.552768920239	657.173106576604	8022532.08942973	8342925034.25165	94.0657837348288
"207"	2014-06-08	657.13	664.5	646.001	658	4103834.79544921	8459840647.2833	93.6563920702905
"206"	2014-06-09	658	659.5	639.497228651111	649.573275070283	8826890.97884973	8473607230.60592	93.9162297205873
"205"	2014-06-10	649.563666221164	670	642.75	648.55	8399684.24542312	8367677694.50171	94.1859754998774
"204"	2014-06-11	648.55	665.09	621.37	629.481499801367	14040708.0692451	8356986999.63336	93.4870726690259
"203"	2014-06-12	631.175090378933	644	564.115905429723	584.68510078737	32353131.4138937	8135814229.21514	93.8451434446891
"202"	2014-06-13	584.063738619898	619.48	570	592	20133712.5940786	7530931507.34743	93.3823644125286
"201"	2014-06-14	600.440195396655	606.98	533.165543148907	568.827713022542	23976455.8593796	7744762007.87446	93.6263712491066
"200"	2014-06-15	568.828644787073	593.612145835485	541.5	591.772531074711	13417113.2088333	7339723406.84994	93.3910015711305
"199"	2014-06-16	593.014959536769	611.88	582.37	589.303561638557	14590486.6349092	7654592242.54511	93.4821637458119
"198"	2014-06-17	587	616.5	582.2	606.48	9265371.12568612	7579651935.7403	93.49941310771
"197"	2014-06-18	610.393059321691	618.892161943092	600.11	608.1	7813033.93366948	7884126554.92034	94.2633112815005
"196"	2014-06-19	608.283187817532	613.80004	593.11	595.506259049429	6025809.66328761	7859414170.90559	93.7828750125762
"195"	2014-06-20	594.807668026936	598.65999	581.25	590.20217632062	9097518.10832402	7688067643.99235	93.5213029731119
"194"	2014-06-21	591.132434042888	599.91	580	591.29	4177018.38018852	7643312975.56442	93.6616764136274
"193"	2014-06-22	591.33	612.09	584.748	603.4	5166770.53761338	7648528586.26939	93.623179187
"192"	2014-06-23	600.34	604.19	580.11	588.22	6223361.87682556	7767709560.69457	94.1133837194934
"191"	2014-06-24	588.22	597.79	575.694026386839	576.245353511886	7021112.75407222	7613655448.84415	93.6777323768465
"190"	2014-06-25	577.19450960575	583	556.2	563.668447240691	10371272.7391227	7473644986.50259	93.6024004947158
"189"	2014-06-26	560.4	583.5	558.96	581.137556139945	6260514.69997504	7258581695.38742	93.8365137194396
"188"	2014-06-27	581.133222546804	604.45	574.21	601.787969001406	9711554.65316664	7529990988.19746	93.9361730061401
"187"	2014-06-28	601.854936559811	605.769094134919	589.560840303073	593.902456557161	5273910.7061315	7801229633.2222	94.3511805836909
"186"	2014-06-29	591.46	607	589.63	601.95	2827322.96293508	7668812300.79732	94.5165035248076
"185"	2014-06-30	601.255360948241	647.57646249354	597.84672886069	640.92130683598	23459208.5974879	7797802265.91587	94.2990187649525
"184"	2014-07-01	641.384968427126	661	636.1	640.326631493283	18815158.5514237	8320384015.72253	94.5703602461528
"183"	2014-07-02	640.332746614257	661.98	638.02	650.5	8930069.98920981	8308927310.48433	94.7750891921684
"182"	2014-07-03	652.341571792238	655.08161	637.408702272217	644.907024503921	6969886.90063435	8467020246.74212	95.2068398431479
"181"	2014-07-04	646.058015296896	652.78999	624.752627352508	630.350079428345	9787876.41253627	8388144594.49671	95.1245157833261
"180"	2014-07-05	630.449608740144	636.52	618	630	3166198.13683557	8187887474.57231	94.8289735824019
"179"	2014-07-06	630.9	642.199710348221	626	637.38	4290696.98520632	8195976711.68193	95.4111193200232
"178"	2014-07-07	635.816914555086	639.76	613.86	622.09	7934317.39472079	8262236464.14639	95.1628208188704
"177"	2014-07-08	622.09	629.73	614.74195	623.98	3304440.24644651	8086192638.73534	94.9952097042099
"176"	2014-07-09	623.98	630.01	618.71	621.97	3592677.54345133	8113349360.70535	94.8702539028706
"175"	2014-07-10	622.716611014622	626	607.9	616.87	7145751.95625894	8099241837.63637	95.2369506863097
"174"	2014-07-11	616.398303189429	636.4	613.46	635.409780557184	6476404.36405316	8019468039.80832	94.9047509916544
"173"	2014-07-12	635.521277377436	641.143406421914	628.7	638.1	4904228.42232753	8270756370.86567	95.2870716749848
"172"	2014-07-13	637.278865972129	653.49	625.28785	630.88	4314076.89080069	8296179091.05636	95.0543180194663
"171"	2014-07-14	630.88	631.9	616.89	621.17	5001505.68776231	8215007193.81432	95.0151214690233
"170"	2014-07-15	621.15	626.99	616.09	621.815545521581	4597918.89899538	8090777288.52419	94.6936625714593
"169"	2014-07-16	621.459065745507	624.99	610.01	616.86	5461411.32705679	8097040505.89097	95.1291193914321
"168"	2014-07-17	617.39	628.88	606	622.2	4831394.87772138	8046679267.99237	94.7772763078409
"167"	2014-07-18	624.89144539396	633.6	617	631.697779754326	6330028.64576537	8147135722.23892	94.6293992658292
"166"	2014-07-19	631.702678229724	634.5	622.73	628.63	1968230.47534085	8238733890.7874	94.4971967568234
"165"	2014-07-20	628.767578523565	630	620	625.640135506263	1706912.80254699	8202890626.66354	94.5643816282218
"164"	2014-07-21	625.591988878851	629.76875	615	621.748804695242	3860690.59402463	8163886235.40201	94.495191090259
"163"	2014-07-22	622.63	624.99	618.35269162388	618.35269162388	3165406.29450031	8127443171.91482	94.7197333211598
"162"	2014-07-23	619.99	623.98	615.55	620.529305401377	3268127.32660582	8095245330.48737	94.809220536954
"161"	2014-07-24	620.95	621.99	592.123022907678	602.770290961865	11946049.4605174	8110000138.95421	94.8359466744447
"160"	2014-07-25	603.225048847584	609.65	592.747377454142	601.82185785413	5293959.97806247	7880959315.74033	95.1378005111224
"159"	2014-07-26	602.93	603	589	594.86024681126	4989033.37964208	7879124574.2448	95.1486686329905
"158"	2014-07-27	594.952322921146	602.66	589.701440369302	590.853625119301	4047773.77439421	7777147622.28293	95.4557014326082
"157"	2014-07-28	592.116981777331	594.91	571.292677381431	584.944090767032	12798586.9671272	7742304917.83334	94.9804098653793
"156"	2014-07-29	587.727737240099	591.95	577.12	584.456233711359	4824861.5021863	7687102171.90378	95.2290627916598
"155"	2014-07-30	585.93	588.98043	557.93	564.725320774574	10206915.4272703	7666108552.77326	95.4791665732607
"154"	2014-07-31	564.720961424911	589	555.9	580.895519392264	12355113.6916903	7390791065.99928	95.0251816386558
"153"	2014-08-01	581.265774011857	605.58323918396	579.46	596.569254338828	12703974.0781752	7609603076.34499	94.9586118835986
"152"	2014-08-02	597.84	601.18073	584.95	588.737055154614	3596583.97648162	7829019796.49414	94.9795452220431
"151"	2014-08-03	589.6	590.95	578.13	587.333786329931	3252707.24694075	7723382870.78044	95.0084449890192
"150"	2014-08-04	588.96	595	581.694135811532	587.807088513972	4854908.41578667	7716884088.01186	95.0248994469672
"149"	2014-08-05	588.5	589	578.26	582.183455528429	6277484.31407353	7712843253.13938	95.5824544135818
"148"	2014-08-06	582.172475982777	586.36	575.89	581.229820871079	6769487.39861118	7632302331.67426	95.4619116529608
"147"	2014-08-07	581.16	593.00001	578.727563551598	586.388296140948	6101739.17283845	7621353535.79518	95.2266259001997
"146"	2014-08-08	585.84	596.96	584	589.117508166645	4533735.13027985	7685041449.28284	95.5867144949765
"145"	2014-08-09	588.99	591.35	578.13503	588.913446500413	1859453.00352543	7729043137.15951	95.4307759881951
"144"	2014-08-10	589.235803301301	597	583.31	590.076750183455	3002985.39108244	7734876187.24249	95.7404814167596
"143"	2014-08-11	590.98	590.99	569.65	573.98	8092760.80543476	7760461315.63033	95.8648001456174
"142"	2014-08-12	574.55	575.566173368445	562	568.17662507701	7728084.91068808	7547209998.52873	96.1727333397348
"141"	2014-08-13	569.421420619401	572	524.764917785546	548.179405680035	23868158.8838486	7481905977.34465	96.2665055910171
"140"	2014-08-14	549.85	549.99	477.540244893479	509.819147020522	34184765.0714617	7227221974.92755	95.3988322487688
"139"	2014-08-15	509.217032063248	520.89	479.565926355313	498.063994333011	18987253.7475153	6695243367.17085	95.3825400285741
"138"	2014-08-16	499.031591065585	529.84999	484.72	520.310073170647	14513873.5716663	6563295294.79125	95.2471422986483
"137"	2014-08-17	521.286497365209	539.99462	485.57317038745	497.174862251628	12525285.0590689	6858208788.35942	95.3451235947772
"136"	2014-08-18	497.742178687263	511.334998520226	443.535667394476	470.409259719976	32663439.4920997	6550916241.75306	95.4189765714202
"135"	2014-08-19	470.776866927658	492.2	458.782516360157	489.080631742425	20471729.9687468	6198207894.87362	95.9970355841495
"134"	2014-08-20	489.209115888097	523.273217590844	465.286250230152	513.10027665635	24605622.3071095	6442952306.99688	95.1664039609347
"133"	2014-08-21	512.864779824497	534.556508250106	510.97	519.28	16820577.7428099	6756616395.21751	94.6389339477674
"132"	2014-08-22	518.707046267011	529.95385	502.35	514.427126755454	13863821.0374231	6835619973.93593	94.6390624755866
"131"	2014-08-23	514.552060079148	524.99999	489.751959368033	498.337708106092	9276688.42783372	6782948777.23544	94.300102657507
"130"	2014-08-24	496.96	524.87999	495.51	509.317839872801	5769719.45475474	6552859995.74729	94.6618501233018
"129"	2014-08-25	507.84	510.01	497.5	502.673082142597	6599102.30137003	6698061939.26683	94.1706751513816
"128"	2014-08-26	502.490111150445	515.91	498	512.897849165565	9141005.79740939	6629673911.79665	93.9108346181776
"127"	2014-08-27	513.085172804279	523.09	508.31	510.070691757299	7987862.57958463	6771629281.15402	94.2659192011214
"126"	2014-08-28	510.462449885987	514.98	503.9	505.946258874729	6188481.77228562	6739222767.87673	94.3821694686838
"125"	2014-08-29	506.494278561257	524.87551	500	508.969934091467	6284633.67517252	6688986888.67678	94.4224975599502
"124"	2014-08-30	509.3	524.76998	496.98	500.028926592442	4314322.46298218	6728357856.39883	94.6092995062089
"123"	2014-08-31	501.49	504.75	472.365824316354	478.333646191643	12897420.4742892	6627537110.86382	94.4964036811359
"122"	2014-09-01	479.01	486.716052053656	471.15	473.619110507548	8290299.86949446	6332077123.87547	94.4940865942879
"121"	2014-09-02	474.497556814197	484.39	469	475.045517333251	8277558.24024525	6274170600.96512	94.6224499873565
"120"	2014-09-03	475.050532079575	478.99	471.1	474.563538328001	3864144.40603921	6283489675.92202	94.80162763542
"119"	2014-09-04	474.568152197476	495.626187771151	472	488.508915381321	10161560.2133071	6278983850.82412	94.7295783870444
"118"	2014-09-05	489.61	491.42	473.92	479.791489023726	5022286.78105857	6479776597.89091	94.6281565968186
"117"	2014-09-06	479.123736236996	486.9	477.31	480.924035170112	2251227.93235619	6343139622.10005	94.298475485939
"116"	2014-09-07	479.99	487.09	474.99	477.3169443912	2376175.48469116	6356468170.55571	94.2650152277348
"115"	2014-09-08	478.481723185754	480.86	458.7	469.763432570553	14348003.25492	6338216848.41193	94.1740039484616
"114"	2014-09-09	469.799058685057	477.259079184241	459.84	473.129122517447	8678920.55952637	6224916771.44833	93.8301106865783
"113"	2014-09-10	473.214993226125	491.038181345211	472.69	477.234757648984	9821702.57655971	6272035933.60764	93.7886096537527
"112"	2014-09-11	477.918489168953	480.6	467.98	477.38	6203399.37990292	6336407731.38652	93.8689409163749
"111"	2014-09-12	477.263820046563	477.99	463.770210199771	474.529520718776	4498732.12767915	6329565447.29851	93.7087351783657
"110"	2014-09-13	473.08	482.99	468	478.387798593118	6595223.67897351	6276219561.61812	93.6481307800708
"109"	2014-09-14	478.394326861187	481.58	473.59	475.938263151245	3347699.60898718	6348613116.68427	93.5733223800424
"108"	2014-09-15	476.203167332106	480.04	468.5	471.956939080725	5608169.98511392	6321416143.24962	93.8311176764504
"107"	2014-09-16	472.074039737199	527.99987	462.02	462.02	5521710.1182196	6268621814.51029	93.6961100684193
"106"	2014-09-17	465.030354718494	467.68	443.94	454.863548501737	10248552.5229665	6177251962.91621	93.4934034420008
"105"	2014-09-18	455.170871970499	456.59	409.029410832007	424.993555734573	26722854.2942183	6048320041.70162	93.3558655050305
"104"	2014-09-19	425.574536017589	430.84300356497	380.647611041643	394.493327091915	25247928.2069798	5656862711.8516	93.1961215884811
"103"	2014-09-20	394.333163313333	428.371042701299	387.03	408.54169785465	20832470.3657131	5243328270.14217	93.369320431707
"102"	2014-09-21	409.404207185549	414.14	393.76	399.354034504776	13431497.8395959	5445401978.15276	93.3406722919861
"101"	2014-09-22	400.77	409.997609509957	295	402.387930367191	8181727.69934302	5332243437.86116	93.1771858042812
"100"	2014-09-23	399.77	449.390267972627	393.139728574187	438.783956051218	27975536.6341928	5320437688.72082	93.1293492498048
"99"	2014-09-24	439.176610178883	440.97	420.2	424.10704477008	12248552.5948363	5846603185.11845	93.4374816229629
"98"	2014-09-25	424.047069319843	425.1	403.192674731999	409.311538280496	12390538.8472085	5647012513.39576	93.2815497274915
"97"	2014-09-26	410	414.93	396.533773725121	403.801006291225	8467566.60182228	5461322044.00025	93.2138763309643
"96"	2014-09-27	404.266342275499	409.04	394.70738340714	400.669763170204	4977513.6814209	5386302478.49457	92.9574466070598
"95"	2014-09-28	399.520911743533	449.99795	366.783028092237	376.086826249518	13726923.7317856	5324374608.06259	93.0695297750748
"94"	2014-09-29	375.665012780499	385.75	367.685007951485	373.91213488514	15665826.6013351	5007736209.94004	92.855526811421
"93"	2014-09-30	373.895734847413	397.879066322031	370	388.862381326585	11994936.6813583	4985581375.87603	92.9420883204714
"92"	2014-10-01	388.120934203937	393.06	377.129588322698	384.317594390787	8892847.55141084	5176766424.56314	92.9231012992217
"91"	2014-10-02	383.925194820983	385.82	369.776622879074	372.922248991432	8404315.43208518	5122128179.26006	92.8932460743321
"90"	2014-10-03	373.652890231191	377.9	354.504254487349	359.249162858761	15143505.5263641	4986444481.10809	92.9796813292907
"89"	2014-10-04	358.821447578747	365.07	322.561795781591	327.382291372561	23039167.3726803	4789898638.48152	92.9107838478093
"88"	2014-10-05	326.881062261431	342.677787221211	275.874762761308	321.436120146534	44842059.6094149	4364908348.84273	92.5997197074086
"87"	2014-10-06	321.149659943507	346.947136034525	297.71	328.119409963895	40515970.7393572	4289668506.33098	92.5460675804143
"86"	2014-10-07	328.122482063325	339	315.095947038175	335.461634427336	16878915.7315963	4383905355.52247	92.4128009193643
"85"	2014-10-08	335.448240332764	358.000692061491	325.01	354.207265020175	21163615.9361055	4482989448.95883	92.7288144756221
"84"	2014-10-09	354.25312279958	395	347.14	364.004492431426	39224842.2091097	4735612066.60029	92.9842370975925
"83"	2014-10-10	363.993441663363	378.97997	351.156187068604	359.818160378608	18772152.802815	4867230072.07572	93.0491960750945
"82"	2014-10-11	359.797277613149	367.916063361865	352.072069841483	362	9589275.46796767	4812415342.48904	93.2781484402897
"81"	2014-10-12	362.168581684085	381.86019693069	353	378.074316340648	12947186.1156648	4845472469.95593	93.3243282162315
"80"	2014-10-13	378.221840822156	401.476063306656	368.07	391.719327105131	26442791.2316626	5061715571.54266	93.465123995467
"79"	2014-10-14	392.053130316899	415.408854621198	391.774989255602	400.503410690201	29104331.2240413	5248112606.76161	93.524246545917
"78"	2014-10-15	400.04982923481	404.32	385.233049509884	394.52	19151777.0167057	5356668531.09694	93.7195197977097
"77"	2014-10-16	394.322750064089	399.566538836187	370.205568125228	382.611867177776	20221701.8213416	5281441987.2216	94.1742432172941
"76"	2014-10-17	382.697882559238	386.8	371.598424345496	382.985631825283	9237336.32628385	5127100602.38502	94.1359216833445
"75"	2014-10-18	383.2	396.477197225916	376.4	390.58	7414606.26292905	5135398788.00039	93.741575129057
"74"	2014-10-19	390.798149665313	394.251789553438	383.55	387.83305718546	3345319.55834134	5238523783.07564	93.8073090638588
"73"	2014-10-20	388.453489946225	390.51	372.471426578823	380.805791503846	11896133.6085792	5208424973.63476	93.8340283660045
"72"	2014-10-21	380.913715307154	392.783339533203	371.00001	384.594242908176	9373253.75973325	5108787988.05259	93.738087307563
"71"	2014-10-22	384.59617624485	388.87	371.37843	380.231828270207	7243400.04435178	5159705837.95371	93.8107813368693
"70"	2014-10-23	380.193303871963	384.41	354.524878928108	357.61017943087	20487637.5305094	5102072727.76297	93.6923461342976
"69"	2014-10-24	357.482010022644	373.36319	349.293882942698	356.58	11472115.5207995	4798715561.06116	93.6746478537417
"68"	2014-10-25	357.639006923492	359.1	339.1	345.746931472462	13915847.8811825	4802208992.32542	93.6502816485862
"67"	2014-10-26	345.763509409504	360.428353972354	340.21	353.709457570701	8436596.48521328	4643831046.25344	93.8132447381804
"66"	2014-10-27	354.172637203074	368.15412	347.72	349.01	8740408.24346814	4758179109.71085	93.7671072170385
"65"	2014-10-28	350.100068022153	357.7	347.51	355.195450835185	4267303.21223794	4704673639.26956	93.5312122402166
"64"	2014-10-29	354.467838666381	355.99	332.41	334.296413479974	13603362.9329612	4764741905.71028	93.7788992032483
"63"	2014-10-30	334.455246770362	350.828628937483	332	345.08	24121848.6846578	4497155127.26324	93.688710695109
"62"	2014-10-31	345.29908607993	347.99	333.11882299996	337.14616656131	9279350.63917631	4644586707.45687	93.7899208347837
"61"	2014-11-01	337.99	339.47	316.98778645524	325.450483136078	13178897.2901179	4547616450.71649	93.7931337269768
"60"	2014-11-02	325.385874753553	329.55	318.194894527525	323.82	5964037.99968819	4379290447.94823	93.8550584772148
"59"	2014-11-03	324.23	333.75	323.318823834007	325.5	8707875.45003484	4365103863.62863	93.7683228610035
"58"	2014-11-04	325.516912162946	331.906984232877	321	329.66	11178092.7231387	4383748032.41196	93.8412655562108
"57"	2014-11-05	329.830812294734	343.88	329.830812294734	338.38	14297990.4740145	4442981562.02216	93.7205061671087
"56"	2014-11-06	338.529674509764	353.843710072616	336.65	350.301490804145	13556752.3480304	4561463022.61814	94.3432804567076
"55"	2014-11-07	350.307385455541	353.87	339.164719374402	341.927133134661	9019548.82505118	4721473664.37221	94.2878916333006
"54"	2014-11-08	342.073421810148	347.67222405363	341.09	345.39	3825445.32188626	4611804145.48582	93.7481693471319
"53"	2014-11-09	346.191856540102	365.99	343.43	363.080505793202	17136592.1648298	4668626892.82883	93.7779745597658
"52"	2014-11-10	363.215297266889	375.99	356.34	366.201744088257	19233573.2812994	4899534229.7454	93.9347631731137
"51"	2014-11-11	366.336693077302	372.63182	360.51233951802	369.01068855339	6216707.1450294	4942821356.92333	94.2561741765458
"50"	2014-11-12	368.720863046475	435.589886188175	368.672989374645	431.489581464219	60188009.4140833	4976345062.15219	94.1936272770455
"49"	2014-11-13	430.427738918571	469.328400642698	382.112904738725	418.489137634872	83155151.977981	5810716246.50036	94.1834256512498
"48"	2014-11-14	417.700833940918	423.5	382.879506560072	399.98739650889	32248491.0707659	5640513038.06013	94.4711919401076
"47"	2014-11-15	399.992022888464	409.294311734816	368.22	375.34	22453565.4692478	5402778383.55638	94.2477364242361
"46"	2014-11-16	375.771825022204	397.589134310834	373.130363003583	391.14338048842	13259649.5005851	5077040202.1574	93.9247806807166
"45"	2014-11-17	391.246514613715	413.707172425038	374.454761255758	387.564322685089	28238712.6016756	5287526821.84575	94.0027668538823
"44"	2014-11-18	387.916274003006	394.64	368.126621972268	373.438313762993	19847462.4946215	5244013710.00458	94.1117013586179
"43"	2014-11-19	373.458112390225	386.01	369.37	376.555721613663	9887820.39152111	5049878791.43376	94.1874424988877
"42"	2014-11-20	377.546384689949	389.99797	351.938581357909	356.642685497873	13893442.6391559	5106462893.96102	94.3499316027669
"41"	2014-11-21	356.544174133096	358.14	340.747155475901	350.680647278317	18048813.166586	4823531923.26381	94.4154783419954
"40"	2014-11-22	350.436423779486	365.93	349.1	352.902992437877	7971652.90459413	4742252087.04947	93.6583946486147
"39"	2014-11-23	352.99792402592	372.519035093785	352.03	367.859516484821	8032518.01022749	4778168664.51545	93.3421652277038
"38"	2014-11-24	367.686601798038	391.314216380906	364	376.030909528179	23136198.0639885	4978345537.74522	93.4582008643935
"37"	2014-11-25	376.038210236766	395.940330692842	375	377.148972894336	16673280.5603525	5092664351.22968	93.6217211210013
"36"	2014-11-26	377.013509417717	379.19	364.7	369.99	12645535.3816868	5107164137.66872	93.4727471708309
"35"	2014-11-27	369.423666919344	374.8	366.37	369.9909080047	4926455.93867264	5005651683.47326	93.4430324195262
"34"	2014-11-28	369.985331108631	385.0766484984	356.717630975004	376.86	16414487.2130329	5014631190.76226	92.6855392333867
"33"	2014-11-29	377.23441667417	388.933215734495	371.687037067378	375.49	10522189.1331033	5114363094.97733	92.825913411581
"32"	2014-11-30	375.48	385.04	373.7	379.361959140883	6598945.61287409	5092079667.26542	92.9008636617966
"31"	2014-12-01	376.09	384.923212106313	370.13181	379.981085248605	7194026.51161063	5101574622.76283	93.3541907891563
"30"	2014-12-02	379.949900902732	386.22	375.28	382.571432043918	6792623.34646869	5155358240.59557	92.8492276794337
"29"	2014-12-03	382.827068710681	386.3	373.152388559276	375.749415814077	8641190.01883822	5195507497.6706	92.8486308316276
"28"	2014-12-04	376.376068882308	380.33	364.27581952537	369.16	9521145.76382208	5109332245.2262	92.7736419897878
"27"	2014-12-05	369.89	381.72	366.1	378.18	9864897.26987117	5022726087.9688	92.8851773435164
"26"	2014-12-06	377.552860802515	380.99	370.6	374.38	4324309.59389201	5128073090.86325	92.9065852397222
"25"	2014-12-07	376.269441452319	379.8	370.95715	376.454361113578	2788818.30793386	5111826497.93953	92.6805252600266
"24"	2014-12-08	376.203302845027	378.27	360.948514772601	361.78462869315	11327973.3540277	5112461053.04292	92.631373326937
"23"	2014-12-09	362.356880479886	363.73	344.067310819515	352.004868608243	19273407.2989805	4925579817.958	92.39194501217
"22"	2014-12-10	352.00691150537	352.89	345	345.12751847445	6743300.25591532	4786149383.70396	92.313663748671
"21"	2014-12-11	345.14337271695	364.43	336.929476867221	348.647429333224	17922033.6807654	4694104653.01832	92.3041225595233
"20"	2014-12-12	348.320338440087	360.5	346.5	352.269674080566	6986753.99397197	4738540708.75303	92.4035661341669
"19"	2014-12-13	352.828987242824	353.71	344.43	348.026735458816	4887366.79751402	4801164122.75314	92.1074435396001
"18"	2014-12-14	348.06846098845	359.08	345.2	356.52	5552980.33804054	4737611685.57723	92.1106518815531
"17"	2014-12-15	355.148014944375	357.18	345.7	347.277513895814	7000263.18740334	4835224594.89762	92.2249182330508
"16"	2014-12-16	348.85	349.2	325.922088616793	326.549665194791	18757048.6055657	4750726431.08014	91.5511170582142
"15"	2014-12-17	326.511111577814	335.275078764997	314.5	320.071113955132	19638706.175778	4447554842.4902	91.2061509268977
"14"	2014-12-18	321.96	324.987835440011	303.432761124688	311.77	21895886.6834117	4386600498.63139	90.0168908646543
"13"	2014-12-19	312.035862090428	319.608807547424	306.39	318.411741706508	12247096.4967298	4252456162.28125	89.9823135017002
